Provider_ID,Provider_Name,City,State,Zip_Code,PSI-10,PSI-11,PSI-12,PSI-13,PSI-14,PSI-15,PSI-3,PSI-6,PSI-8,PSI-9,PSI-90
10022,FLOYD CHEROKEE MEDICAL CENTER,CENTRE,AL,35960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.367918,0.285463,0.124109,0.000000,0.990975
10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,AL,36116,0.890363,7.901776,4.415519,2.904267,1.150066,1.024911,0.285645,0.233503,0.100322,2.235248,0.837454
10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,AL,36106,0.745653,9.519010,3.197526,4.384916,1.168869,1.174824,1.846194,0.245896,0.113993,2.784521,1.303398
10029,EAST ALABAMA MEDICAL CENTER,OPELIKA,AL,36801,1.089247,8.841952,3.295273,4.238422,0.640838,0.943007,0.039925,0.305180,0.123941,2.053984,0.828720
10032,TANNER MEDICAL CENTER-EAST ALABAMA,WEDOWEE,AL,36278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.392559,0.286505,0.110369,0.000000,0.996070
10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,35233,0.604116,7.015855,4.122310,5.826936,0.534361,0.983667,1.400606,0.292382,0.088830,2.961280,1.218732
10034,COMMUNITY HOSPITAL INC,TALLASSEE,AL,36078,0.000000,0.000000,3.794783,0.000000,0.000000,1.273174,0.287715,0.279360,0.109809,2.587081,0.964153
10035,CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,AL,35058,1.655218,8.921900,3.728910,6.810086,1.254096,1.372700,0.099139,0.277260,0.104530,2.299914,1.042054
10036,ANDALUSIA HEALTH,ANDALUSIA,AL,36420,0.000000,0.000000,3.650829,0.000000,0.803005,1.212464,0.175461,0.263784,0.107942,2.498439,0.922494
10038,STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,36201,1.276430,7.423325,3.251911,5.384202,0.810273,1.142851,0.174323,0.267162,0.121767,2.426087,0.894011
10039,HUNTSVILLE HOSPITAL,HUNTSVILLE,AL,35801,1.453724,8.284097,3.509841,4.900699,0.702394,0.741303,0.359444,0.192849,0.117970,2.043156,0.934794
10040,GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,AL,35903,1.199485,8.942407,4.017654,7.574532,1.104562,1.239696,0.184758,0.293836,0.113216,2.491658,1.090861
10044,MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,35570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.359320,0.284062,0.110106,0.000000,0.986972
10045,FAYETTE MEDICAL CENTER,FAYETTE,AL,35555,0.000000,0.000000,3.764206,0.000000,0.843353,1.266025,0.315186,0.281534,0.109662,2.575721,0.948845
10046,RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,35901,1.023834,6.274127,2.410009,4.138819,0.777165,1.122689,0.066585,0.272366,0.117618,2.165684,0.711576
10047,GEORGIANA MEDICAL CENTER,GEORGIANA,AL,36033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.327617,0.280502,0.109886,0.000000,0.978631
10049,MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,36330,1.278472,7.116843,3.080442,4.650731,0.809905,1.226405,0.234356,0.274264,0.108263,2.471198,0.858438
10051,GREENE COUNTY HOSPITAL,EUTAW,AL,35462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.388789,0.286487,0.110394,0.000000,0.995114
10052,LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,36853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.322687,0.279112,0.109965,0.000000,0.977184
10055,FLOWERS HOSPITAL,DOTHAN,AL,36305,1.058677,8.338846,4.321423,4.245499,0.640896,1.242013,0.312790,0.240700,0.100784,2.431845,0.933362
10056,ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,35205,1.576966,11.105793,4.451008,5.222655,0.578638,1.685576,0.039155,0.274766,0.095466,2.734482,1.050390
10058,BIBB MEDICAL CENTER,CENTREVILLE,AL,35042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382452,0.286271,0.110265,0.000000,0.993433
10059,LAWRENCE MEDICAL CENTER,MOULTON,AL,35650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.329880,0.283216,0.110128,0.000000,0.979629
10061,HIGHLANDS MEDICAL CENTER,SCOTTSBORO,AL,35768,1.293972,8.565519,4.063075,5.035677,0.841936,1.253356,1.599771,0.270635,0.108519,2.553354,1.316509
10062,WIREGRASS MEDICAL CENTER,GENEVA,AL,36340,1.294885,6.607130,3.751763,5.019248,0.841202,1.264697,0.294383,0.277885,0.109799,2.543876,0.913606
10065,RUSSELL MEDICAL CENTER,ALEXANDER CITY,AL,35010,1.288106,6.595158,5.097064,4.930844,0.831010,1.224064,0.151280,0.396734,0.107632,2.697911,0.955873
10069,MEDICAL CENTER BARBOUR,EUFAULA,AL,36027,0.000000,0.000000,3.772532,0.000000,0.842320,1.269863,0.301502,0.280396,0.109880,2.571208,0.938736
10073,CLAY COUNTY HOSPITAL,ASHLAND,AL,36251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337520,0.282391,0.110104,0.000000,0.980764
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,ANNISTON,AL,36207,1.926407,10.336412,2.095044,4.262153,0.652163,1.408959,0.228826,0.285455,0.113608,2.757772,0.932739
10079,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611,1.276748,5.584005,3.338611,5.311185,0.787437,1.185801,0.432282,0.305588,0.120188,2.626364,0.916103
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,36535,1.247195,10.062839,3.931676,5.123859,0.776985,1.130370,0.131276,0.297074,0.105848,2.317315,0.978407
10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,DECATUR,AL,35601,0.000000,0.000000,3.950917,0.000000,1.533054,1.158963,0.068327,0.348238,0.115841,2.711788,0.933132
10086,NORTHWEST MEDICAL CENTER,WINFIELD,AL,35594,1.269073,7.028582,3.725348,5.077884,0.831704,1.271852,0.286294,0.279081,0.123331,2.518313,0.925671
10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,36617,1.184058,5.289475,3.261351,4.344183,1.214400,1.319541,0.681616,0.265506,0.108693,2.763348,0.917186
10089,WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,1.255096,8.196241,3.540815,5.001077,0.801170,1.163075,0.426042,0.261297,0.107206,2.392031,0.971460
10090,PROVIDENCE HOSPITAL,MOBILE,AL,36608,1.814479,13.694842,4.398315,4.602871,0.699274,0.994253,0.444348,0.318969,0.114506,2.672115,1.199579
10091,GROVE HILL MEMORIAL HOSPITAL,GROVE HILL,AL,36451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.374893,0.284896,0.110256,0.000000,0.988920
10092,D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,0.000000,0.000000,4.935564,0.000000,1.130236,0.822449,0.200934,0.234964,0.102610,1.848057,0.967694
10095,HALE COUNTY HOSPITAL,GREENSBORO,AL,36744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.362529,0.285993,0.110280,0.000000,0.988361
10097,ELMORE COMMUNITY HOSPITAL,WETUMPKA,AL,36092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.364819,0.284597,0.110140,0.000000,0.988688
10099,D W MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,36426,1.303093,7.072100,3.728231,5.105404,0.839642,1.250268,0.276261,0.278014,0.123390,2.564605,0.927951
10100,THOMAS HOSPITAL,FAIRHOPE,AL,36532,1.216996,7.532348,6.354215,4.842252,0.703946,1.018000,0.063304,0.235167,0.114415,2.875172,0.985846
10101,CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,35161,0.000000,0.000000,4.182524,0.000000,0.830253,1.248416,0.248213,0.324610,0.109554,2.560929,0.969770
10102,J PAUL JONES HOSPITAL,CAMDEN,AL,36726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386165,0.286735,0.110404,0.000000,0.994486
10103,PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,1.726673,6.599513,6.498350,7.727466,1.037200,1.211388,0.321825,0.233816,0.102016,2.782996,1.207978
10104,GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,1.365095,9.168032,3.936402,4.972731,0.605789,1.068532,0.159971,0.306274,0.124401,2.304834,0.959314
10108,PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,36067,1.302972,8.972737,3.645002,4.959767,0.828808,1.237608,0.186205,0.266856,0.108110,2.550470,0.945049
10109,PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,35447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.372575,0.285386,0.110269,0.000000,0.988701
10110,BULLOCK COUNTY HOSPITAL,UNION SPRINGS,AL,36089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.361154,0.283120,0.110188,0.000000,0.987572
10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,DEMOPOLIS,AL,36732,0.000000,0.000000,3.816521,0.000000,0.000000,1.279170,0.308798,0.277258,0.109701,2.572869,0.970212
10113,MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,36652,0.738067,6.742558,7.895815,6.804494,0.805937,1.903404,0.148692,0.237689,0.096562,3.697178,1.165052
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,35021,1.234132,9.637343,3.240115,6.416796,0.752640,1.570683,0.130652,0.263371,0.107025,2.512647,1.005685
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,36701,1.152925,7.624542,3.645882,4.195761,0.801575,1.196402,0.105568,0.255850,0.107384,3.095818,0.844800
10120,MONROE COUNTY HOSPITAL,MONROEVILLE,AL,36460,0.000000,0.000000,0.000000,0.000000,0.000000,1.275829,0.323953,0.280966,0.109890,0.000000,0.975297
10125,LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,35565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.303095,0.280218,0.110024,0.000000,0.972372
10126,TROY REGIONAL MEDICAL CENTER,TROY,AL,36081,1.291938,10.878783,3.571834,4.876593,0.829554,1.242097,0.276897,0.279002,0.109733,2.554318,1.017754
10128,JACKSON MEDICAL CENTER,JACKSON,AL,36545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344329,0.283893,0.110290,0.000000,0.983432
10129,NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,36507,1.308550,7.461127,3.581417,5.123489,0.827486,1.254576,0.281475,0.281008,0.109726,2.537976,0.932907
10130,ST VINCENT'S ST CLAIR,PELL CITY,AL,35125,1.302042,7.033818,3.773903,0.000000,0.841503,1.271258,0.276749,0.277257,0.109628,2.569899,0.927471
10131,CRESTWOOD MEDICAL CENTER,HUNTSVILLE,AL,35801,1.505640,6.249422,3.245032,5.868921,0.691891,1.142018,0.688160,0.402676,0.114011,2.484200,1.045665
10138,HILL HOSPITAL OF SUMTER COUNTY,YORK,AL,36925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.365963,0.283149,0.110258,0.000000,0.988806
10139,BROOKWOOD BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35209,0.000000,0.000000,3.192668,0.000000,0.671217,0.966768,0.289329,0.278295,0.125482,2.869509,0.931582
10144,SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,36608,0.824293,20.462974,4.179663,6.770467,0.742955,1.293603,0.446894,0.270097,0.105054,3.127671,1.444325
10146,RMC JACKSONVILLE,JACKSONVILLE,AL,36265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.343116,0.284252,0.110141,0.000000,0.978393
10148,EVERGREEN MEDICAL CENTER,EVERGREEN,AL,36401,0.000000,0.000000,0.000000,0.000000,0.000000,1.272357,0.290590,0.276994,0.123520,0.000000,0.969367
10149,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,36117,1.224754,8.624200,3.059293,4.849433,0.737967,1.035213,0.297843,0.249983,0.119480,2.535967,0.917045
10150,L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,36037,1.279538,10.753163,4.236720,4.894223,0.846108,1.268536,0.893554,0.281826,0.109622,2.572523,1.204461
10157,SHOALS HOSPITAL,MUSCLE SHOALS,AL,35661,0.000000,0.000000,3.490894,0.000000,0.821390,1.489892,0.252482,0.321398,0.109297,2.493574,0.951025
10158,RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,35653,1.297339,6.703077,3.599698,4.989068,0.843310,1.250025,0.263283,0.277009,0.123034,2.559594,0.901364
10164,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,AL,35150,1.288615,8.647608,4.367564,5.670790,0.785888,1.222970,0.196495,0.272222,0.108738,2.480123,1.005994
10168,JACK HUGHSTON MEMORIAL HOSPITAL,PHENIX CITY,AL,36867,1.233872,5.125956,4.097593,3.945086,0.839949,1.264213,0.245196,0.275555,0.118379,2.353158,0.815887
10169,ATMORE COMMUNITY HOSPITAL,ATMORE,AL,36502,0.000000,0.000000,3.815641,0.000000,0.000000,1.275570,0.278980,0.280573,0.109751,0.000000,0.963204
10173,ST VINCENT'S CHILTON,CLANTON,AL,35045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.384443,0.286247,0.110364,0.000000,0.993922
11300,WASHINGTON COUNTY HOSPITAL,CHATOM,AL,36518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11302,RED BAY HOSPITAL,RED BAY,AL,35582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11304,CHOCTAW GENERAL HOSPITAL,BUTLER,AL,36904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11305,ST VINCENTS BLOUNT,ONEONTA,AL,35121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13300,CHILDREN'S HOSPITAL OF ALABAMA,BIRMINGHAM,AL,35233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,MOBILE,AL,36604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99508,0.903068,5.548481,3.694597,5.222006,0.625607,1.672879,0.463150,0.308426,0.099699,2.055672,0.914303
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645,1.230550,10.123815,4.912671,4.202831,1.227215,1.381565,0.149559,0.310481,0.106960,3.035398,1.011876
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801,0.000000,0.000000,3.517270,0.000000,0.828853,1.259577,0.281833,0.281097,0.109653,2.565250,0.948550
20012,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701,1.241805,5.760341,3.015867,4.472278,0.768630,1.173474,0.194733,0.271398,0.108550,2.368937,0.790707
20017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,99508,1.511808,8.059725,4.008644,4.412643,0.716840,1.262014,0.081021,0.291870,0.116555,3.414450,0.913140
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,BETHEL,AK,99559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.341905,0.283699,0.110224,0.000000,0.982746
20024,CENTRAL PENINSULA GENERAL HOSPITAL,SOLDOTNA,AK,99669,1.290872,6.126826,4.683324,7.060794,0.809565,1.724248,0.719946,0.273466,0.108873,2.451280,1.162914
20026,ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,99508,1.232954,6.412313,3.714718,5.549012,1.639027,2.199411,1.005313,0.299289,0.120791,2.927079,1.154772
21301,PROVIDENCE VALDEZ MEDICAL CENTER,VALDEZ,AK,99686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21302,PROVIDENCE SEWARD HOSPITAL,SEWARD,AK,99664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21303,SITKA COMMUNITY HOSPITAL,SITKA,AK,99835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21304,PETERSBURG MEDICAL CENTER,PETERSBURG,AK,99833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21305,WRANGELL MEDICAL CENTER,WRANGELL,AK,99929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,KODIAK,AK,99615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21307,CORDOVA COMMUNITY MEDICAL CENTER,CORDOVA,AK,99574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21308,NORTON SOUND REGIONAL HOSPITAL,NOME,AK,99762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21309,KANAKANAK HOSPITAL,DILLINGHAM,AK,99576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21310,MANIILAQ HEALTH CENTER,KOTZEBUE,AK,99752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21311,KETCHIKAN MEDICAL CENTER,KETCHIKAN,AK,99901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,BARROW,AK,99723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21313,SOUTH PENINSULA HOSPITAL,HOMER,AK,99603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21314,MT EDGECUMBE HOSPITAL,SITKA,AK,99835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,PHOENIX,AZ,85006,0.881816,20.960864,3.319890,5.580714,1.198603,1.121781,0.447574,0.243227,0.110726,2.219246,1.344160
30006,TUCSON MEDICAL CENTER,TUCSON,AZ,85712,0.680120,3.388953,1.913172,3.120281,1.965359,1.057337,0.856452,0.326952,0.129709,1.864159,0.749132
30007,VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,86326,1.609168,8.857868,3.001833,5.611567,0.763400,1.815978,0.117872,0.253752,0.106581,2.311071,0.952625
30010,ST. MARY'S HOSPITAL,TUCSON,AZ,85745,0.987340,9.325935,4.317499,5.602069,1.679254,1.296995,0.783639,0.320896,0.105503,2.551614,1.171007
30011,ST JOSEPH'S HOSPITAL,TUCSON,AZ,85711,1.018687,10.980944,4.195100,4.778677,0.698806,1.007734,0.394133,0.381356,0.114441,2.548087,1.067679
30012,YAVAPAI REGIONAL MEDICAL CENTER,PRESCOTT,AZ,86301,1.106453,5.891875,3.942441,4.393374,1.133110,1.342082,0.362276,0.473837,0.113517,3.057065,0.920848
30013,YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,85364,1.435077,8.877968,2.552278,6.266348,0.610231,1.253202,0.044857,0.364296,0.135147,2.033501,0.933211
30014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,PHOENIX,AZ,85020,1.421129,9.869156,8.449901,6.907139,0.690327,1.229481,0.202328,0.246668,0.116023,2.432357,1.304383
30016,BANNER CASA GRANDE MEDICAL CENTER,CASA GRANDE,AZ,85122,1.247493,8.425646,3.985589,5.967069,0.774703,1.164640,0.114227,0.256287,0.106701,2.643487,0.970614
30022,MARICOPA MEDICAL CENTER,PHOENIX,AZ,85008,1.294667,9.036819,5.128854,5.711294,0.808874,1.224843,0.165516,0.276156,0.109497,2.915620,1.056802
30023,FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,86001,1.299875,8.899858,3.934549,3.222298,1.059253,1.697450,0.641003,0.213650,0.138568,3.159292,1.008526
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,PHOENIX,AZ,85013,1.785082,9.612166,6.904591,6.042596,0.909347,1.402432,0.302220,0.609457,0.113569,2.579033,1.289516
30030,ABRAZO CENTRAL CAMPUS,PHOENIX,AZ,85015,0.000000,0.000000,3.462530,0.000000,0.805175,1.204158,0.135966,0.264891,0.108567,2.390057,0.896060
30033,BANNER PAYSON MEDICAL CENTER,PAYSON,AZ,85541,1.290191,12.595150,3.296425,4.734059,0.810539,1.457841,0.230872,0.274549,0.108775,2.512210,1.040262
30036,CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,85224,2.253240,14.449877,4.516868,5.461520,0.947193,1.771680,0.140566,0.423622,0.123847,2.158738,1.250891
30037,ST LUKE'S MEDICAL CENTER,PHOENIX,AZ,85006,1.062308,8.752052,3.153882,6.327287,0.803890,1.838113,0.910473,0.309304,0.104651,3.347584,1.187547
30038,SCOTTSDALE OSBORN MEDICAL CENTER,SCOTTSDALE,AZ,85251,1.038892,5.274845,5.335068,3.901675,0.719690,1.230896,0.417548,0.307047,0.101431,2.380242,0.910928
30043,CANYON VISTA MEDICAL CENTER,SIERRA VISTA,AZ,85635,1.274130,9.419372,3.710388,5.482263,0.791837,1.196716,0.496776,0.346837,0.120382,2.682527,1.078252
30055,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,86409,1.063632,7.345669,4.618647,5.564241,0.716388,2.316792,0.537143,0.308539,0.104563,2.932077,1.090700
30061,BANNER BOSWELL MEDICAL CENTER,SUN CITY,AZ,85351,0.691077,9.809365,4.987276,4.427353,0.609347,0.887756,0.224736,0.369730,0.097442,2.108504,0.976805
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,1.207812,6.300984,3.676286,5.072469,0.776790,1.182544,0.165322,0.264970,0.107813,2.572712,0.861097
30064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,TUCSON,AZ,85724,1.291618,7.293986,5.699477,5.989839,0.582222,1.964143,0.394680,0.386546,0.115155,3.686140,1.153496
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,0.862804,16.859742,3.904203,4.542281,0.576048,1.331661,0.222272,0.510991,0.112486,2.271036,1.183536
30068,MT. GRAHAM REGIONAL MEDICAL CENTER,SAFFORD,AZ,85546,1.307351,7.428550,3.546439,5.095899,0.842912,1.520882,0.320390,0.284374,0.109924,2.571357,0.947487
30069,HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,86403,1.115735,8.019282,3.235059,5.973047,0.710893,1.243227,0.208270,0.274223,0.141912,3.469811,0.961612
30071,FORT DEFIANCE INDIAN HOSPITAL,FORT DEFIANCE,AZ,86504,0.000000,0.000000,3.810358,0.000000,0.000000,1.280341,0.304443,0.279731,0.109738,2.577048,0.969259
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,TUBA CITY,AZ,86045,1.263965,5.287863,3.356373,4.848689,0.839547,1.263079,0.257646,0.280432,0.109317,2.508518,0.836109
30074,SELLS HOSPITAL,SELLS,AZ,85634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400232,0.287245,0.110471,0.000000,0.998141
30077,SAN CARLOS APACHE HEALTHCARE,PERIDOT,AZ,85542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.390514,0.286901,0.110410,0.000000,0.995616
30078,PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,85016,0.000000,0.000000,3.747883,0.000000,0.849621,1.275165,0.352870,0.285927,0.110298,2.545583,0.978858
30083,ABRAZO SCOTTSDALE CAMPUS,PHOENIX,AZ,85032,0.000000,0.000000,4.201817,0.000000,0.814321,1.211235,0.180149,0.267746,0.108722,2.686288,0.951215
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,CHINLE,AZ,86503,0.000000,0.000000,3.815055,0.000000,0.000000,1.270201,0.347651,0.283726,0.110058,2.581595,0.980901
30085,NORTHWEST MEDICAL CENTER,TUCSON,AZ,85741,1.406765,7.405076,3.318575,2.500631,0.643566,1.091058,0.555489,0.213387,0.112277,2.800031,0.853087
30087,SCOTTSDALE SHEA MEDICAL CENTER,SCOTTSDALE,AZ,85260,0.832902,6.244692,4.106866,4.277701,0.900489,1.208306,0.041780,0.230518,0.133699,1.946011,0.778172
30088,BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,85206,0.983290,12.480486,3.880300,5.432989,0.985056,1.027134,0.107162,0.276377,0.119768,2.248972,1.037285
30089,BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,85306,0.922886,18.199377,5.793796,7.382407,0.646619,1.527257,0.474248,0.332368,0.103121,2.443460,1.502142
